season,game_pk,game_date,game_id,team,opponent,home_away,outcome,actual_outcome,positive_rule_count,negative_rule_count,positive_score,negative_score,net_score,top_positive_rules,top_negative_rules,validation_mode,test_season
2023,718738,2023-04-02,MIL@CHC,CHC,MIL,home,game_total_9plus,1,12,1,0.5912,-0.0449,0.5463,starter_xfip_gap_bucket=missing(+0.054) | starter_quality_gap_bucket=missing(+0.054) | starter_confidence=none(+0.048) | opponent_starter_confidence=none(+0.048) | opponent_starter_ra9_bucket=missing(+0.048),opponent_run_prevention_bucket=60_plus(-0.045),leave_one_season_out,2023
2023,718738,2023-04-02,MIL@CHC,CHC,MIL,home,f5_total_4plus,1,12,0,0.5295,0,0.5295,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.047) | starter_xfip_gap_bucket=missing(+0.046) | starter_quality_gap_bucket=missing(+0.046) | starter_confidence=none(+0.043) | opponent_starter_confidence=none(+0.043),,leave_one_season_out,2023
2023,718738,2023-04-02,MIL@CHC,CHC,MIL,home,team_early_deficit_scored_next2,0,2,0,0.1011,0,0.1011,home_away+l10_rpg_bucket=home__low_lt_3_5(+0.059) | offense_form_bucket=lt_40(+0.042),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,LAA,ATH,away,team_won,1,6,1,0.433,-0.0406,0.3924,opponent_strength_bucket=lt_40(+0.114) | team_strength_gap_bucket=plus_10_plus(+0.097) | opponent_run_prevention_bucket=lt_40(+0.066) | home_away+opponent_strength_bucket=away__lt_40(+0.058) | offense_form_bucket=60_plus(+0.056),starter_confidence=none(-0.041),leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,LAA,ATH,away,team_runs_4plus,1,4,0,0.2955,0,0.2955,opponent_strength_bucket=lt_40(+0.086) | team_strength_gap_bucket=plus_10_plus(+0.075) | opponent_run_prevention_bucket=lt_40(+0.071) | home_away+opponent_strength_bucket=away__lt_40(+0.063),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,LAA,ATH,away,team_runs_5plus,1,12,0,0.7122,0,0.7122,opponent_run_prevention_bucket=lt_40(+0.086) | home_away+opponent_strength_bucket=away__lt_40(+0.076) | opponent_strength_bucket=lt_40(+0.074) | team_strength_gap_bucket=plus_10_plus(+0.071) | opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.052),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,LAA,ATH,away,game_total_9plus,0,12,0,0.6238,0,0.6238,home_away+opponent_strength_bucket=away__lt_40(+0.065) | opponent_run_prevention_bucket=lt_40(+0.059) | home_away+l10_rpg_bucket=away__very_high_5_5_plus(+0.054) | starter_xfip_gap_bucket=missing(+0.054) | starter_quality_gap_bucket=missing(+0.054),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,LAA,ATH,away,f5_total_4plus,1,12,0,0.5295,0,0.5295,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.047) | starter_xfip_gap_bucket=missing(+0.046) | starter_quality_gap_bucket=missing(+0.046) | starter_confidence=none(+0.043) | opponent_starter_confidence=none(+0.043),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,LAA,ATH,away,team_f5_runs_2plus,1,4,0,0.212,0,0.212,opponent_run_prevention_bucket=lt_40(+0.067) | team_strength_gap_bucket=plus_10_plus(+0.055) | opponent_strength_bucket=lt_40(+0.046) | home_away+opponent_strength_bucket=away__lt_40(+0.044),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,team_won,0,0,4,0,-0.3094,-0.3094,,team_strength_bucket=lt_40(-0.116) | team_strength_gap_bucket=minus_10_or_worse(-0.099) | l10_scored4_rate_bucket=low_lt_30(-0.053) | starter_confidence=none(-0.041),leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,team_runs_4plus,0,0,4,0,-0.2519,-0.2519,,team_strength_bucket=lt_40(-0.083) | team_strength_gap_bucket=minus_10_or_worse(-0.069) | opponent_l10_allowed4_rate_bucket=low_lt_30(-0.054) | offense_form_bucket=lt_40(-0.046),leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,team_runs_5plus,0,10,5,0.5073,-0.2896,0.2177,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.052) | opponent_starter_confidence=none(+0.051) | opponent_starter_ra9_bucket=missing(+0.051) | opponent_starter_ip_bucket=missing(+0.051) | opponent_starter_kbb_bucket=missing(+0.051),team_strength_bucket=lt_40(-0.082) | team_strength_gap_bucket=minus_10_or_worse(-0.065) | offense_form_bucket=lt_40(-0.050) | opponent_l10_allowed4_rate_bucket=low_lt_30(-0.048) | l10_scored5_rate_bucket=low_lt_30(-0.046),leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,game_total_9plus,0,12,1,0.5912,-0.0449,0.5463,starter_xfip_gap_bucket=missing(+0.054) | starter_quality_gap_bucket=missing(+0.054) | starter_confidence=none(+0.048) | opponent_starter_confidence=none(+0.048) | opponent_starter_ra9_bucket=missing(+0.048),opponent_run_prevention_bucket=60_plus(-0.045),leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,f5_total_4plus,1,12,0,0.5295,0,0.5295,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.047) | starter_xfip_gap_bucket=missing(+0.046) | starter_quality_gap_bucket=missing(+0.046) | starter_confidence=none(+0.043) | opponent_starter_confidence=none(+0.043),,leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,team_f5_runs_2plus,0,0,3,0,-0.1456,-0.1456,,team_strength_bucket=lt_40(-0.056) | opponent_l10_allowed4_rate_bucket=low_lt_30(-0.049) | team_strength_gap_bucket=minus_10_or_worse(-0.041),leave_one_season_out,2023
2023,718734,2023-04-02,LAA@ATH,ATH,LAA,home,team_early_deficit_scored_next2,0,4,0,0.232,0,0.232,home_away+opponent_strength_bucket=home__60_plus(+0.074) | home_away+l10_rpg_bucket=home__low_lt_3_5(+0.059) | l10_scored4_rate_bucket=low_lt_30(+0.057) | offense_form_bucket=lt_40(+0.042),,leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,COL,SD,away,team_won,0,6,1,0.4626,-0.0406,0.422,opponent_strength_bucket=lt_40(+0.114) | tag_weak_leader_fade_watch=yes(+0.107) | team_strength_gap_bucket=plus_10_plus(+0.097) | home_away+opponent_strength_bucket=away__lt_40(+0.058) | l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=very_high_75_plus__very_high_75_plus(+0.046),starter_confidence=none(-0.041),leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,COL,SD,away,team_runs_4plus,0,5,0,0.3501,0,0.3501,opponent_strength_bucket=lt_40(+0.086) | tag_weak_leader_fade_watch=yes(+0.081) | team_strength_gap_bucket=plus_10_plus(+0.075) | home_away+opponent_strength_bucket=away__lt_40(+0.063) | opponent_l10_allowed4_rate_bucket=very_high_75_plus(+0.045),,leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,COL,SD,away,team_runs_5plus,0,12,0,0.7398,0,0.7398,tag_weak_leader_fade_watch=yes(+0.093) | home_away+opponent_strength_bucket=away__lt_40(+0.076) | opponent_strength_bucket=lt_40(+0.074) | offense_form_bucket+opponent_starter_ra9_bucket=50_55__missing(+0.071) | team_strength_gap_bucket=plus_10_plus(+0.071),,leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,COL,SD,away,game_total_9plus,0,12,0,0.6479,0,0.6479,offense_form_bucket+opponent_starter_ra9_bucket=50_55__missing(+0.089) | home_away+opponent_strength_bucket=away__lt_40(+0.065) | starter_xfip_gap_bucket=missing(+0.054) | starter_quality_gap_bucket=missing(+0.054) | starter_confidence=none(+0.048),,leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,COL,SD,away,f5_total_4plus,0,12,0,0.5295,0,0.5295,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.047) | starter_xfip_gap_bucket=missing(+0.046) | starter_quality_gap_bucket=missing(+0.046) | starter_confidence=none(+0.043) | opponent_starter_confidence=none(+0.043),,leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,COL,SD,away,team_f5_runs_2plus,0,6,0,0.3197,0,0.3197,tag_weak_leader_fade_watch=yes(+0.072) | offense_form_bucket+opponent_starter_ra9_bucket=50_55__missing(+0.056) | team_strength_gap_bucket=plus_10_plus(+0.055) | opponent_l10_allowed4_rate_bucket=very_high_75_plus(+0.046) | opponent_strength_bucket=lt_40(+0.046),,leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,SD,COL,home,team_won,1,0,3,0,-0.2561,-0.2561,,team_strength_bucket=lt_40(-0.116) | team_strength_gap_bucket=minus_10_or_worse(-0.099) | starter_confidence=none(-0.041),leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,SD,COL,home,team_runs_4plus,0,0,2,0,-0.1524,-0.1524,,team_strength_bucket=lt_40(-0.083) | team_strength_gap_bucket=minus_10_or_worse(-0.069),leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,SD,COL,home,team_runs_5plus,0,10,3,0.5073,-0.1948,0.3125,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.052) | opponent_starter_confidence=none(+0.051) | opponent_starter_ra9_bucket=missing(+0.051) | opponent_starter_ip_bucket=missing(+0.051) | opponent_starter_kbb_bucket=missing(+0.051),team_strength_bucket=lt_40(-0.082) | team_strength_gap_bucket=minus_10_or_worse(-0.065) | l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=below_avg_30_45__below_avg_30_45(-0.048),leave_one_season_out,2023
2023,718733,2023-04-02,COL@SD,SD,COL,home,game_total_9plus,0,12,1,0.5912,-0.0442,0.547,starter_xfip_gap_bucket=missing(+0.054) | starter_quality_gap_bucket=missing(+0.054) | starter_confidence=none(+0.048) | opponent_starter_confidence=none(+0.048) | opponent_starter_ra9_bucket=missing(+0.048),l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=below_avg_30_45__below_avg_30_45(-0.044),leave_one_season_out,2023
2024,745444,2024-03-20,LAD@SD,LAD,SD,away,team_early_deficit_scored_next2,1,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,745444,2024-03-20,LAD@SD,SD,LAD,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747885,2024-03-20,TOR@ATL,TOR,ATL,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747885,2024-03-20,TOR@ATL,ATL,TOR,home,team_early_deficit_scored_next2,1,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747889,2024-03-20,DET@MIN,DET,MIN,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747889,2024-03-20,DET@MIN,MIN,DET,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747888,2024-03-20,NYM@MIA,NYM,MIA,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747888,2024-03-20,NYM@MIA,MIA,NYM,home,team_early_deficit_scored_next2,1,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747878,2024-03-20,TEX@CIN,TEX,CIN,away,team_early_deficit_scored_next2,1,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747878,2024-03-20,TEX@CIN,CIN,TEX,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747879,2024-03-20,CIN@CWS,CIN,CWS,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747879,2024-03-20,CIN@CWS,CWS,CIN,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747882,2024-03-20,CHC@ATH,CHC,ATH,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747882,2024-03-20,CHC@ATH,ATH,CHC,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747880,2024-03-20,COL@AZ,COL,AZ,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747880,2024-03-20,COL@AZ,AZ,COL,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747881,2024-03-20,SF@LAA,SF,LAA,away,team_early_deficit_scored_next2,1,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747881,2024-03-20,SF@LAA,LAA,SF,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747884,2024-03-20,PHI@BAL,PHI,BAL,away,team_early_deficit_scored_next2,1,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747884,2024-03-20,PHI@BAL,BAL,PHI,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747886,2024-03-20,STL@WSN,STL,WSN,away,team_early_deficit_scored_next2,1,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747886,2024-03-20,STL@WSN,WSN,STL,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747887,2024-03-20,PIT@NYY,PIT,NYY,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747887,2024-03-20,PIT@NYY,NYY,PIT,home,team_early_deficit_scored_next2,0,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,747883,2024-03-20,LAA@KC,LAA,KC,away,team_early_deficit_scored_next2,0,0,2,0,-0.0926,-0.0926,,home_away+opponent_strength_bucket=away__50_55(-0.049) | home_away=away(-0.044),leave_one_season_out,2024
2024,747883,2024-03-20,LAA@KC,KC,LAA,home,team_early_deficit_scored_next2,1,2,0,0.0897,0,0.0897,home_away+opponent_strength_bucket=home__50_55(+0.046) | home_away=home(+0.044),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,SD,LAD,away,team_won,1,0,5,0,-0.35,-0.35,,team_strength_gap_bucket=minus_10_or_worse(-0.102) | home_away+opponent_strength_bucket=away__60_plus(-0.076) | home_away+l10_rpg_bucket=away__low_lt_3_5(-0.060) | team_strength_bucket=40_45(-0.059) | l10_scored5_rate_bucket=low_lt_30(-0.053),leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,SD,LAD,away,team_runs_4plus,1,0,6,0,-0.3342,-0.3342,,team_strength_gap_bucket=minus_10_or_worse(-0.080) | opponent_l10_allowed4_rate_bucket=low_lt_30(-0.061) | home_away+opponent_strength_bucket=away__60_plus(-0.056) | opponent_run_prevention_bucket=60_plus(-0.049) | home_away+l10_rpg_bucket=away__low_lt_3_5(-0.046),leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,SD,LAD,away,team_runs_5plus,1,1,5,0.0404,-0.2835,-0.2431,opponent_starter_ip_bucket+opponent_l10_post5_allowed_bucket=missing__low_lt_3_5(+0.040),team_strength_gap_bucket=minus_10_or_worse(-0.074) | offense_form_bucket=lt_40(-0.062) | l10_scored5_rate_bucket=low_lt_30(-0.053) | l10_scored4_rate_bucket=low_lt_30(-0.048) | home_away+l10_rpg_bucket=away__low_lt_3_5(-0.047),leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,SD,LAD,away,team_f5_runs_2plus,1,0,3,0,-0.1605,-0.1605,,team_strength_gap_bucket=minus_10_or_worse(-0.056) | opponent_l10_allowed4_rate_bucket=low_lt_30(-0.053) | home_away+opponent_strength_bucket=away__60_plus(-0.051),leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,SD,LAD,away,team_early_deficit_scored_next2,0,0,2,0,-0.1118,-0.1118,,home_away+l10_rpg_bucket=away__low_lt_3_5(-0.068) | home_away=away(-0.044),leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,team_won,0,12,0,0.7966,0,0.7966,tag_weak_leader_fade_watch=yes(+0.105) | team_strength_gap_bucket=plus_10_plus(+0.102) | tag_live_rebound_watch=yes(+0.090) | team_l10_post5_rpg_bucket=mid_3_5_4_5(+0.089) | home_away+opponent_strength_bucket=home__40_45(+0.078),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,team_runs_4plus,1,9,0,0.5607,0,0.5607,team_strength_gap_bucket=plus_10_plus(+0.091) | tag_weak_leader_fade_watch=yes(+0.088) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.082) | l10_rpg_bucket+opponent_strength_bucket=high_4_5_5_5__40_45(+0.070) | home_away+opponent_strength_bucket=home__40_45(+0.056),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,team_runs_5plus,1,8,0,0.5648,0,0.5648,tag_weak_leader_fade_watch=yes(+0.107) | l10_rpg_bucket+opponent_strength_bucket=high_4_5_5_5__40_45(+0.094) | team_strength_gap_bucket=plus_10_plus(+0.089) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.064) | team_l10_post5_rpg_bucket=mid_3_5_4_5(+0.061),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,game_total_9plus,1,2,0,0.105,0,0.105,opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.053) | l10_rpg_bucket+opponent_strength_bucket=high_4_5_5_5__40_45(+0.052),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,team_f5_runs_2plus,1,7,0,0.3824,0,0.3824,tag_weak_leader_fade_watch=yes(+0.068) | team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.062) | home_away+opponent_strength_bucket=home__40_45(+0.050) | opponent_strength_bucket=40_45(+0.048),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,team_early_deficit_tied_or_led_later,0,3,0,0.1588,0,0.1588,home_away+opponent_strength_bucket=home__40_45(+0.074) | tag_live_rebound_watch=yes(+0.044) | home_away+l10_rpg_bucket=home__high_4_5_5_5(+0.041),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,team_early_deficit_scored_next2,1,6,0,0.3039,0,0.3039,home_away+opponent_strength_bucket=home__40_45(+0.078) | home_away+l10_rpg_bucket=home__high_4_5_5_5(+0.050) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.045) | home_away=home(+0.044) | tag_live_rebound_watch=yes(+0.044),,leave_one_season_out,2024
2024,746175,2024-03-21,SD@LAD,LAD,SD,home,opponent_blew_early_small_lead,0,3,0,0.1588,0,0.1588,home_away+opponent_strength_bucket=home__40_45(+0.074) | tag_live_rebound_watch=yes(+0.044) | home_away+l10_rpg_bucket=home__high_4_5_5_5(+0.041),,leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,away,team_won,0,7,1,0.4237,-0.0756,0.3481,team_strength_gap_bucket=plus_10_plus(+0.102) | opponent_run_prevention_bucket=lt_40(+0.083) | offense_form_bucket=60_plus(+0.060) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.050) | l10_scored4_rate_bucket+opponent_l10_allowed4_rate_bucket=very_high_75_plus__very_high_75_plus(+0.048),home_away+opponent_strength_bucket=away__60_plus(-0.076),leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,away,team_runs_4plus,0,7,1,0.4548,-0.0564,0.3984,team_strength_gap_bucket=plus_10_plus(+0.091) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.082) | opponent_run_prevention_bucket=lt_40(+0.073) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.070) | offense_form_bucket=60_plus(+0.050),home_away+opponent_strength_bucket=away__60_plus(-0.056),leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,away,team_runs_5plus,0,5,0,0.3222,0,0.3222,team_strength_gap_bucket=plus_10_plus(+0.089) | opponent_run_prevention_bucket=lt_40(+0.073) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.064) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.051) | offense_form_bucket=60_plus(+0.045),,leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,away,game_total_9plus,0,3,0,0.1392,0,0.1392,opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.053) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.045) | opponent_run_prevention_bucket=lt_40(+0.041),,leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,NYY,ATL,away,team_f5_runs_2plus,1,6,1,0.3087,-0.0514,0.2573,team_strength_gap_bucket=plus_10_plus(+0.063) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.062) | opponent_run_prevention_bucket=lt_40(+0.055) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.044) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.043),home_away+opponent_strength_bucket=away__60_plus(-0.051),leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,ATL,NYY,home,team_won,1,4,1,0.2134,-0.1022,0.1112,home_away+l10_rpg_bucket=home__very_high_5_5_plus(+0.067) | offense_form_bucket=60_plus(+0.060) | tag_home_scoring_spot=yes(+0.046) | l10_scored5_rate_bucket=very_high_75_plus(+0.040),team_strength_gap_bucket=minus_10_or_worse(-0.102),leave_one_season_out,2024
2024,747870,2024-03-21,NYY@ATL,ATL,NYY,home,team_early_deficit_scored_next2,0,3,0,0.1472,0,0.1472,home_away+opponent_strength_bucket=home__60_plus(+0.060) | home_away=home(+0.044) | tag_home_scoring_spot=yes(+0.043),,leave_one_season_out,2024
2024,747872,2024-03-21,MIN@WSN,MIN,WSN,away,team_won,0,5,3,0.3438,-0.2246,0.1192,opponent_strength_bucket=lt_40(+0.111) | opponent_run_prevention_bucket=lt_40(+0.083) | home_away+opponent_strength_bucket=away__lt_40(+0.059) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.050) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.040),team_strength_bucket=lt_40(-0.111) | home_away+l10_rpg_bucket=away__low_lt_3_5(-0.060) | l10_scored5_rate_bucket=low_lt_30(-0.053),leave_one_season_out,2024
2024,747872,2024-03-21,MIN@WSN,MIN,WSN,away,team_runs_4plus,1,6,3,0.4677,-0.1749,0.2928,opponent_strength_bucket=lt_40(+0.106) | home_away+opponent_strength_bucket=away__lt_40(+0.097) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.082) | opponent_run_prevention_bucket=lt_40(+0.073) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.070),team_strength_bucket=lt_40(-0.087) | home_away+l10_rpg_bucket=away__low_lt_3_5(-0.046) | offense_form_bucket=lt_40(-0.042),leave_one_season_out,2024
2024,747872,2024-03-21,MIN@WSN,MIN,WSN,away,team_runs_5plus,1,5,5,0.383,-0.3005,0.0825,home_away+opponent_strength_bucket=away__lt_40(+0.103) | opponent_strength_bucket=lt_40(+0.092) | opponent_run_prevention_bucket=lt_40(+0.073) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.064) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.051),team_strength_bucket=lt_40(-0.091) | offense_form_bucket=lt_40(-0.062) | l10_scored5_rate_bucket=low_lt_30(-0.053) | l10_scored4_rate_bucket=low_lt_30(-0.048) | home_away+l10_rpg_bucket=away__low_lt_3_5(-0.047),leave_one_season_out,2024
2024,747872,2024-03-21,MIN@WSN,MIN,WSN,away,game_total_9plus,1,4,0,0.2282,0,0.2282,home_away+opponent_strength_bucket=away__lt_40(+0.089) | opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.053) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.045) | opponent_run_prevention_bucket=lt_40(+0.041),,leave_one_season_out,2024
2024,747872,2024-03-21,MIN@WSN,MIN,WSN,away,team_f5_runs_2plus,1,5,1,0.2611,-0.0585,0.2026,opponent_l10_post5_allowed_bucket=mid_3_5_4_5(+0.062) | opponent_strength_bucket=lt_40(+0.057) | opponent_run_prevention_bucket=lt_40(+0.055) | opponent_l10_allowed5_rate_bucket=very_high_75_plus(+0.044) | team_l10_post5_rpg_bucket+opponent_l10_post5_allowed_bucket=low_lt_3_5__mid_3_5_4_5(+0.043),team_strength_bucket=lt_40(-0.059),leave_one_season_out,2024
2024,747872,2024-03-21,MIN@WSN,WSN,MIN,home,team_won,1,8,2,0.6933,-0.1641,0.5292,home_away+opponent_strength_bucket=home__lt_40(+0.167) | opponent_strength_bucket=lt_40(+0.111) | tag_weak_leader_fade_watch=yes(+0.105) | l10_rpg_bucket+opponent_strength_bucket=mid_3_5_4_5__lt_40(+0.090) | opponent_run_prevention_bucket=lt_40(+0.083),team_strength_bucket=lt_40(-0.111) | l10_scored5_rate_bucket=low_lt_30(-0.053),leave_one_season_out,2024
